Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
EMP1055,Eva,Brown,30.0,Sales-California,Active,2020-08-10,91759.99,eva.brown@example.com,+1 (395) 972-4664,Excellent,True,Sales,California
EMP1056,Frank,Garcia,40.0,Sales-Illinois,Active,2022-02-27,112965.33,frank.garcia@example.com,+1 (729) 341-7222,Good,False,Sales,Illinois
EMP1057,Alice,Smith,40.0,Cloud Tech-Illinois,Pending,2023-11-07,100360.1,alice.smith@example.com,+1 (297) 167-4337,Excellent,False,Cloud Tech,Illinois
EMP1058,David,Williams,35.0,Finance-Texas,Pending,2021-11-07,93620.88,david.williams@example.com,+1 (545) 228-00,Good,False,Finance,Texas
EMP1059,Bob,Jones,35.0,Sales-California,Pending,2022-04-16,72832.8,bob.jones@example.com,+1 (561) 931-8373,Excellent,True,Sales,California
EMP1060,Charlie,Williams,30.0,Finance-Nevada,Inactive,2023-10-19,102369.42,charlie.williams@example.com,+1 (550) 842-8909,Average,True,Finance,Nevada
EMP1061,Eva,Davis,40.0,Sales-Texas,Inactive,2021-08-10,64712.79,eva.davis@example.com,+1 (771) 199-1807,Excellent,True,Sales,Texas
EMP1062,Frank,Jones,40.0,Finance-Florida,Pending,2021-03-13,85782.18,frank.jones@example.com,+1 (121) 352-4786,Excellent,True,Finance,Florida
EMP1063,Charlie,Smith,25.0,HR-Illinois,Pending,2023-07-20,93348.26,charlie.smith@example.com,+1 (125) 521-3759,Poor,False,HR,Illinois
EMP1064,David,Davis,35.0,Admin-New York,Active,2020-02-20,53234.96,david.davis@example.com,+1 (375) 482-1455,Good,False,Admin,New York
EMP1065,Bob,Johnson,40.0,Finance-Nevada,Pending,2021-02-02,100284.21,bob.johnson@example.com,+1 (532) 863-2665,Excellent,False,Finance,Nevada
EMP1066,Grace,Brown,30.0,Admin-Nevada,Pending,2020-01-12,112486.19,grace.brown@example.com,+1 (785) 072-0810,Excellent,True,Admin,Nevada
EMP1067,Bob,Smith,40.0,Admin-New York,Pending,2022-11-26,82518.49,bob.smith@example.com,+1 (556) 260-6028,Poor,True,Admin,New York
EMP1068,Bob,Brown,40.0,Admin-Florida,Pending,2022-12-23,119152.47,bob.brown@example.com,+1 (846) 684-549,Poor,True,Admin,Florida
EMP1069,Heidi,Miller,,DevOps-Illinois,Inactive,2024-08-28,113479.83,heidi.miller@example.com,+1 (489) 267-3898,Good,False,DevOps,Illinois
EMP1070,Charlie,Johnson,40.0,Finance-California,Active,2024-09-16,94636.3,charlie.johnson@example.com,+1 (756) 341-0855,Poor,False,Finance,California
EMP1071,Heidi,Johnson,30.0,HR-Florida,Active,2024-01-01,70000.97,heidi.johnson@example.com,+1 (288) 431-8847,Average,True,HR,Florida
EMP1072,Frank,Smith,,Cloud Tech-New York,Active,2021-04-18,76812.47,frank.smith@example.com,+1 (520) 089-4345,Poor,False,Cloud Tech,New York
EMP1073,David,Johnson,25.0,Finance-Florida,Inactive,2023-01-16,82614.7,david.johnson@example.com,+1 (810) 548-5100,Average,True,Finance,Florida
EMP1074,Grace,Jones,40.0,Sales-Nevada,Active,2024-10-20,111645.97,grace.jones@example.com,+1 (749) 075-3997,Good,True,Sales,Nevada
EMP1075,Heidi,Johnson,25.0,HR-California,Inactive,2024-10-13,112414.91,heidi.johnson@example.com,+1 (935) 449-2682,Good,False,HR,California
EMP1076,David,Brown,40.0,Admin-California,Inactive,2022-09-21,52031.74,david.brown@example.com,+1 (158) 935-7125,Good,True,Admin,California
EMP1077,Grace,Brown,30.0,Finance-New York,Pending,2022-12-29,51887.65,grace.brown@example.com,+1 (611) 062-7370,Good,False,Finance,New York
EMP1078,Alice,Davis,25.0,DevOps-Florida,Active,2024-11-10,82318.89,alice.davis@example.com,+1 (586) 988-6496,Good,True,DevOps,Florida
EMP1079,Grace,Brown,35.0,Admin-Florida,Inactive,2021-11-22,103286.08,grace.brown@example.com,+1 (677) 622-8276,Average,False,Admin,Florida
EMP1080,Grace,Davis,35.0,Cloud Tech-Florida,Active,2024-03-14,87759.33,grace.davis@example.com,+1 (288) 137-7027,Average,False,Cloud Tech,Florida
EMP1081,Frank,Brown,30.0,DevOps-Texas,Pending,2020-03-23,102796.32,frank.brown@example.com,+1 (519) 611-5939,Good,False,DevOps,Texas
EMP1082,David,Jones,25.0,Sales-New York,Active,2020-09-15,83149.27,david.jones@example.com,+1 (821) 545-4469,Poor,True,Sales,New York
EMP1083,David,Garcia,40.0,DevOps-California,Inactive,2020-12-09,92412.49,david.garcia@example.com,+1 (229) 604-4326,Excellent,True,DevOps,California
EMP1084,Bob,Davis,30.0,HR-Texas,Pending,2020-02-22,115022.1,bob.davis@example.com,+1 (185) 106-793,Good,False,HR,Texas
EMP1085,Grace,Williams,40.0,DevOps-New York,Active,2023-04-27,98343.01,grace.williams@example.com,+1 (975) 679-2286,Poor,False,DevOps,New York
EMP1086,Bob,Miller,35.0,DevOps-Illinois,Active,2024-06-18,118869.1,bob.miller@example.com,+1 (772) 519-9662,Excellent,True,DevOps,Illinois
EMP1087,Frank,Smith,,Finance-Nevada,Inactive,2020-05-21,85417.26,frank.smith@example.com,+1 (658) 074-1208,Good,True,Finance,Nevada
EMP1088,Grace,Brown,40.0,Cloud Tech-Florida,Inactive,2023-07-25,112410.25,grace.brown@example.com,+1 (481) 813-9889,Good,True,Cloud Tech,Florida
EMP1089,Charlie,Johnson,40.0,Admin-Nevada,Pending,2023-08-25,68905.77,charlie.johnson@example.com,+1 (983) 780-1819,Average,False,Admin,Nevada
EMP1090,Heidi,Garcia,40.0,Finance-Nevada,Pending,2021-07-03,72561.32,heidi.garcia@example.com,+1 (433) 971-8955,Excellent,True,Finance,Nevada
EMP1091,Bob,Brown,35.0,Finance-New York,Inactive,2023-03-13,92723.22,bob.brown@example.com,+1 (907) 056-2607,Excellent,True,Finance,New York
EMP1092,Alice,Johnson,40.0,HR-New York,Inactive,2021-03-10,74837.75,alice.johnson@example.com,+1 (564) 111-8241,Poor,False,HR,New York
EMP1093,Eva,Miller,,DevOps-California,Pending,2020-01-21,86163.91,eva.miller@example.com,+1 (241) 246-2094,Average,True,DevOps,California
EMP1094,David,Miller,40.0,Finance-Illinois,Active,2023-11-15,83326.52,david.miller@example.com,+1 (200) 461-5264,Average,True,Finance,Illinois
EMP1095,Heidi,Miller,25.0,Cloud Tech-California,Active,2022-04-08,98425.1,heidi.miller@example.com,+1 (461) 033-9936,Average,True,Cloud Tech,California
EMP1096,Frank,Johnson,40.0,Sales-Illinois,Inactive,2022-05-21,119764.2,frank.johnson@example.com,+1 (886) 140-5785,Average,False,Sales,Illinois
EMP1097,Frank,Brown,40.0,HR-California,Inactive,2021-04-17,58445.91,frank.brown@example.com,+1 (170) 630-4890,Excellent,False,HR,California
EMP1098,Bob,Miller,,DevOps-New York,Active,2021-03-19,101702.33,bob.miller@example.com,+1 (382) 496-7182,Excellent,False,DevOps,New York
EMP1099,Eva,Jones,25.0,Admin-California,Active,2022-01-09,,eva.jones@example.com,+1 (258) 238-6869,Good,False,Admin,California
EMP1100,Charlie,Davis,35.0,Cloud Tech-Texas,Pending,2021-08-21,98819.22,charlie.davis@example.com,+1 (794) 200-748,Good,False,Cloud Tech,Texas
EMP1101,Heidi,Johnson,25.0,Cloud Tech-Illinois,Inactive,2022-08-19,83509.99,heidi.johnson@example.com,+1 (465) 398-4027,Average,False,Cloud Tech,Illinois
EMP1102,Alice,Johnson,35.0,Finance-Texas,Active,2022-03-31,84422.26,alice.johnson@example.com,+1 (914) 161-2845,Average,False,Finance,Texas
EMP1103,Alice,Brown,30.0,Admin-Illinois,Inactive,2020-06-23,119574.27,alice.brown@example.com,+1 (398) 554-7434,Average,True,Admin,Illinois
EMP1104,Grace,Johnson,,Sales-Illinois,Active,2024-05-07,86580.08,grace.johnson@example.com,+1 (537) 950-2096,Good,True,Sales,Illinois
EMP1105,Heidi,Johnson,35.0,Sales-Florida,Inactive,2023-03-10,93471.91,heidi.johnson@example.com,+1 (268) 768-10,Poor,False,Sales,Florida
EMP1106,Bob,Miller,30.0,DevOps-New York,Inactive,2023-09-14,55683.12,bob.miller@example.com,+1 (807) 156-9561,Poor,True,DevOps,New York
EMP1107,Bob,Brown,30.0,Cloud Tech-Florida,Inactive,2023-11-12,91566.78,bob.brown@example.com,+1 (175) 370-303,Good,True,Cloud Tech,Florida
EMP1108,David,Miller,35.0,DevOps-California,Pending,2024-10-26,81782.19,david.miller@example.com,+1 (531) 943-3749,Good,False,DevOps,California
EMP1109,Eva,Davis,,DevOps-New York,Inactive,2020-08-23,88119.37,eva.davis@example.com,+1 (479) 303-6148,Good,True,DevOps,New York
EMP1110,Eva,Garcia,30.0,Cloud Tech-Texas,Active,2024-06-11,71532.83,eva.garcia@example.com,+1 (872) 839-9920,Good,True,Cloud Tech,Texas
EMP1111,Eva,Davis,40.0,Cloud Tech-Florida,Pending,2021-09-14,98981.36,eva.davis@example.com,+1 (921) 249-3842,Good,True,Cloud Tech,Florida
EMP1112,Heidi,Garcia,40.0,Cloud Tech-Illinois,Active,2024-12-26,80242.01,heidi.garcia@example.com,+1 (894) 870-604,Good,True,Cloud Tech,Illinois
EMP1113,Eva,Miller,25.0,Cloud Tech-New York,Pending,2024-09-08,110236.18,eva.miller@example.com,+1 (664) 187-7579,Average,True,Cloud Tech,New York
EMP1114,Alice,Davis,35.0,Sales-Texas,Active,2022-08-21,86327.47,alice.davis@example.com,+1 (304) 687-5062,Average,False,Sales,Texas
EMP1115,Eva,Brown,30.0,Sales-Florida,Pending,2024-07-25,84420.81,eva.brown@example.com,+1 (519) 036-1331,Average,False,Sales,Florida
EMP1116,Frank,Smith,40.0,HR-California,Pending,2020-08-02,110041.32,frank.smith@example.com,+1 (541) 107-6094,Average,False,HR,California
EMP1117,Heidi,Miller,35.0,DevOps-Florida,Pending,2020-03-16,81837.81,heidi.miller@example.com,+1 (431) 735-0582,Good,True,DevOps,Florida
EMP1118,Frank,Garcia,25.0,Finance-Illinois,Active,2023-09-08,110855.72,frank.garcia@example.com,+1 (199) 717-9109,Poor,False,Finance,Illinois
EMP1119,Alice,Jones,30.0,Sales-California,Pending,2024-03-29,84894.52,alice.jones@example.com,+1 (651) 207-048,Excellent,True,Sales,California
EMP1120,Alice,Garcia,30.0,HR-Illinois,Active,2021-08-12,80668.13,alice.garcia@example.com,+1 (611) 080-4660,Good,True,HR,Illinois
EMP1121,Bob,Jones,25.0,DevOps-Illinois,Active,2023-12-24,61086.47,bob.jones@example.com,+1 (963) 990-7675,Excellent,True,DevOps,Illinois
EMP1122,Grace,Johnson,25.0,Admin-Texas,Inactive,2020-08-28,95339.68,grace.johnson@example.com,+1 (991) 507-8592,Poor,True,Admin,Texas
EMP1123,Eva,Davis,,DevOps-California,Inactive,2024-09-05,83774.97,eva.davis@example.com,+1 (110) 919-3927,Average,False,DevOps,California
EMP1124,Heidi,Jones,,Admin-Florida,Active,2023-05-12,85576.86,heidi.jones@example.com,+1 (456) 797-2319,Poor,False,Admin,Florida
EMP1125,Bob,Garcia,35.0,Finance-California,Pending,2021-07-01,107438.46,bob.garcia@example.com,+1 (249) 685-497,Good,True,Finance,California
EMP1126,Eva,Johnson,,Sales-Nevada,Inactive,2024-11-07,60401.68,eva.johnson@example.com,+1 (227) 495-4507,Average,False,Sales,Nevada
EMP1127,Frank,Smith,35.0,Sales-Illinois,Inactive,2022-07-21,115299.66,frank.smith@example.com,+1 (920) 388-0652,Good,True,Sales,Illinois
EMP1128,David,Brown,,Finance-New York,Inactive,2020-03-30,72272.34,david.brown@example.com,+1 (331) 537-7958,Average,False,Finance,New York
EMP1129,Grace,Brown,40.0,DevOps-Nevada,Active,2022-10-11,117537.71,grace.brown@example.com,+1 (959) 465-2169,Excellent,False,DevOps,Nevada
EMP1130,Frank,Brown,25.0,Finance-Texas,Pending,2022-07-24,51074.33,frank.brown@example.com,+1 (730) 337-9336,Excellent,True,Finance,Texas
EMP1131,Charlie,Jones,25.0,Finance-California,Inactive,2023-06-30,98489.32,charlie.jones@example.com,+1 (563) 620-5014,Excellent,False,Finance,California
EMP1132,Frank,Smith,,Finance-California,Pending,2024-01-11,112120.71,frank.smith@example.com,+1 (812) 473-949,Poor,True,Finance,California
EMP1133,Alice,Jones,,Cloud Tech-New York,Pending,2023-11-02,114465.04,alice.jones@example.com,+1 (334) 234-257,Good,False,Cloud Tech,New York
EMP1134,Bob,Davis,40.0,Cloud Tech-Nevada,Pending,2024-11-22,57035.51,bob.davis@example.com,+1 (323) 024-1025,Poor,True,Cloud Tech,Nevada
EMP1135,Eva,Jones,25.0,Cloud Tech-California,Active,2021-08-23,75092.43,eva.jones@example.com,+1 (153) 473-5527,Excellent,True,Cloud Tech,California
EMP1136,David,Smith,,Finance-Illinois,Pending,2024-06-11,62603.98,david.smith@example.com,+1 (961) 122-3385,Good,False,Finance,Illinois
EMP1137,Grace,Smith,,DevOps-New York,Inactive,2023-04-09,60018.24,grace.smith@example.com,+1 (559) 630-9937,Excellent,False,DevOps,New York
EMP1138,Eva,Davis,40.0,HR-Nevada,Active,2024-07-05,82567.73,eva.davis@example.com,+1 (425) 304-2896,Poor,True,HR,Nevada
EMP1139,Charlie,Smith,25.0,Finance-California,Pending,2021-09-04,94725.71,charlie.smith@example.com,+1 (317) 912-8684,Poor,False,Finance,California
EMP1140,Eva,Garcia,40.0,HR-New York,Inactive,2024-10-13,83824.56,eva.garcia@example.com,+1 (787) 255-8776,Poor,False,HR,New York
EMP1141,Frank,Smith,,HR-Nevada,Inactive,2020-02-14,118456.11,frank.smith@example.com,+1 (496) 903-3372,Excellent,True,HR,Nevada
EMP1142,Eva,Brown,25.0,Sales-Nevada,Pending,2020-04-10,113743.19,eva.brown@example.com,+1 (634) 669-2547,Good,True,Sales,Nevada
EMP1143,Eva,Garcia,30.0,Sales-California,Active,2023-07-27,63309.24,eva.garcia@example.com,+1 (121) 478-5389,Good,False,Sales,California
EMP1144,Charlie,Garcia,25.0,DevOps-Nevada,Active,2021-09-24,105202.73,charlie.garcia@example.com,+1 (789) 567-7664,Excellent,True,DevOps,Nevada
EMP1145,Frank,Davis,30.0,Cloud Tech-California,Inactive,2024-03-10,79085.22,frank.davis@example.com,+1 (754) 602-7340,Good,True,Cloud Tech,California
EMP1146,Frank,Williams,,Sales-California,Active,2021-06-10,113983.43,frank.williams@example.com,+1 (514) 888-1430,Excellent,True,Sales,California
EMP1147,Eva,Williams,35.0,Cloud Tech-Florida,Active,2020-10-15,102790.6,eva.williams@example.com,+1 (115) 083-5353,Good,False,Cloud Tech,Florida
EMP1148,Grace,Smith,,HR-Texas,Inactive,2020-01-29,68512.1,grace.smith@example.com,+1 (443) 928-4043,Average,False,HR,Texas
EMP1149,Frank,Garcia,35.0,Sales-Florida,Pending,2022-01-30,57584.23,frank.garcia@example.com,+1 (566) 907-8262,Average,True,Sales,Florida
EMP1150,Alice,Williams,,Sales-California,Pending,2021-03-29,95335.67,alice.williams@example.com,+1 (337) 389-8774,Poor,False,Sales,California
EMP1151,Heidi,Williams,35.0,DevOps-Florida,Active,2020-10-13,53174.28,heidi.williams@example.com,+1 (153) 663-7779,Average,True,DevOps,Florida
EMP1152,Heidi,Smith,25.0,Cloud Tech-New York,Pending,2020-10-04,77205.21,heidi.smith@example.com,+1 (529) 240-7552,Average,False,Cloud Tech,New York
EMP1153,Grace,Williams,,DevOps-Nevada,Active,2024-12-18,79041.92,grace.williams@example.com,+1 (666) 845-9089,Average,True,DevOps,Nevada
EMP1154,Heidi,Jones,,Finance-California,Active,2023-11-14,75937.1,heidi.jones@example.com,+1 (225) 999-9662,Excellent,True,Finance,California
EMP1155,David,Johnson,35.0,Cloud Tech-Nevada,Inactive,2023-01-20,113118.73,david.johnson@example.com,+1 (618) 637-1596,Average,False,Cloud Tech,Nevada
EMP1156,Alice,Davis,40.0,HR-New York,Active,2024-10-02,107693.38,alice.davis@example.com,+1 (412) 182-0969,Average,True,HR,New York
EMP1157,David,Johnson,,Cloud Tech-Texas,Inactive,2021-05-13,119217.46,david.johnson@example.com,+1 (231) 643-3480,Poor,False,Cloud Tech,Texas
EMP1158,David,Smith,25.0,Sales-New York,Pending,2021-03-18,106913.71,david.smith@example.com,+1 (705) 802-5661,Average,False,Sales,New York
EMP1159,Charlie,Brown,,Cloud Tech-California,Active,2020-09-23,87815.08,charlie.brown@example.com,+1 (128) 671-6322,Average,True,Cloud Tech,California
EMP1160,Bob,Davis,25.0,Admin-Texas,Inactive,2024-06-05,105190.21,bob.davis@example.com,+1 (467) 299-4937,Good,True,Admin,Texas
EMP1161,Alice,Smith,30.0,HR-Texas,Active,2024-02-28,79467.24,alice.smith@example.com,+1 (743) 027-1692,Poor,False,HR,Texas
EMP1162,Bob,Garcia,40.0,Finance-California,Pending,2023-04-30,57633.78,bob.garcia@example.com,+1 (859) 777-9013,Poor,True,Finance,California
EMP1163,Alice,Brown,,HR-Florida,Pending,2020-03-04,54257.78,alice.brown@example.com,+1 (754) 692-6328,Poor,True,HR,Florida
EMP1164,Grace,Johnson,40.0,DevOps-Texas,Inactive,2023-12-29,113679.06,grace.johnson@example.com,+1 (676) 291-6031,Poor,True,DevOps,Texas
EMP1165,Bob,Smith,35.0,Sales-New York,Active,2020-09-15,69251.12,bob.smith@example.com,+1 (484) 137-6814,Poor,True,Sales,New York
EMP1166,Frank,Garcia,40.0,Sales-Illinois,Inactive,2022-07-18,85388.58,frank.garcia@example.com,+1 (118) 567-2437,Poor,True,Sales,Illinois
EMP1167,Bob,Davis,,DevOps-New York,Inactive,2022-07-13,112166.37,bob.davis@example.com,+1 (701) 765-635,Excellent,False,DevOps,New York
EMP1168,Heidi,Davis,40.0,Finance-Nevada,Active,2021-10-02,79873.48,heidi.davis@example.com,+1 (412) 577-70,Average,False,Finance,Nevada
EMP1169,Frank,Miller,30.0,DevOps-Florida,Active,2020-07-05,108224.03,frank.miller@example.com,+1 (183) 727-4219,Poor,True,DevOps,Florida
EMP1170,Bob,Garcia,35.0,Admin-Illinois,Active,2023-04-16,116963.72,bob.garcia@example.com,+1 (912) 418-6209,Average,True,Admin,Illinois
EMP1171,Bob,Jones,40.0,HR-Nevada,Inactive,2024-11-12,114109.06,bob.jones@example.com,+1 (427) 523-0836,Average,True,HR,Nevada
EMP1172,Eva,Williams,,HR-California,Active,2023-03-29,85518.88,eva.williams@example.com,+1 (816) 470-899,Excellent,False,HR,California
EMP1173,Heidi,Brown,30.0,Cloud Tech-California,Pending,2022-01-22,58041.97,heidi.brown@example.com,+1 (633) 533-1059,Poor,True,Cloud Tech,California
EMP1174,David,Garcia,40.0,Sales-Illinois,Pending,2023-10-14,94988.94,david.garcia@example.com,+1 (531) 312-205,Good,False,Sales,Illinois
EMP1175,Eva,Miller,25.0,Admin-California,Pending,2024-04-10,71628.93,eva.miller@example.com,+1 (815) 583-9385,Excellent,False,Admin,California
EMP1176,Alice,Williams,30.0,Admin-Illinois,Pending,2022-03-31,54870.98,alice.williams@example.com,+1 (613) 315-5205,Good,False,Admin,Illinois
